,year,week,ln_dept_desc,sub_ln_catg_grp_desc,total_quantity,total_sales,total_margin
42403,2019,07,SPORT GD ATHLETIC ,EXERCISE EQUIPMENT,61,1587.8,902.6425
42404,2019,07,LAWN & GARDEN,TOOLS,113,1362.75,777.4844
42405,2019,07,SPORT GD ATHLETIC ,FLOTATION / WATER SPORTS,995,14074.76,6766.6843
42406,2019,07,FOOD,SHELF STABLE JUICES & DRINKS,7399,14833.28,5520.5785
42407,2019,07,STATIONERY,PRIMARY,374,1517.57,750.3181
42408,2019,07,KIDSWORLD,FURNITURE ACC,57,1536.03,812.83
42409,2019,07,BEAUTY CARE,BAR SOAP / BODY WASH,3034,18634.42,7364.5665
42410,2019,07,KIDSWORLD,ROOM FURNITURE,13,1019.87,455.6523
42411,2019,07,HEALTH CARE,TOILETRIES,1749,11395.99,5226.4738
42412,2019,07,HEALTH CARE,GENERAL HEALTH,2037,17237.72,11070.4367
42413,2019,07,KIDSWORLD,CARRIERS,107,7240.53,3332.2222
42414,2019,07,HOME ELECTRONICS,TELEPHONE/ACCESSORIES,52,1418.53,497.01
42415,2019,07,BEAUTY CARE,HAIR CARE,6179,36975.16,17059.903000000002
42416,2019,07,SEASONAL,BASKETS,172,2369.58,1425.755
42417,2019,07,SOFT HOME,JUVENILE BEDDING,68,1467.1,717.8873
42418,2019,07,FOOTWEAR,BEACH,162,1886.45,1167.985
42419,2019,07,SPORT GD ATHLETIC ,OUTDOOR CAMPING / SLEEPI,78,6249.03,2469.5504
42420,2019,07,HARDWARE,STORAGE SYSTEMS,10,312.2,125.1968
42421,2019,07,HEALTH CARE,ANALGESIC & PAIN,1041,12260.0,5683.2908
42422,2019,07,FOOD,BK DAIRY (REFRIGERATED F,1882,4545.85,1191.3039999999999
42423,2019,07,FOOTWEAR,WORKBOOTS,95,4654.63,3085.4691
42424,2019,07,MAJOR HOME APPLIANCES,VACUUMS / ACCESSORIES,24,1022.93,371.1753
42425,2019,07,HOUSEHOLD GOODS,TOTES,460,5369.08,2145.3489
42426,2019,07,FOOD,SEASONAL GIFTS,2,9.0,3.35
42427,2019,07,ACCESSORIES,TOTES,10,257.8,197.7291
42428,2019,07,MENSWEAR,SHORTS,29,697.65,402.57199999999995
42429,2019,07,BEAUTY CARE,MAYBELLINE,430,4538.29,2630.1233
42430,2019,07,HOUSEHOLD,HOUSEHOLD SUPPLIES,809,4532.86,2601.2147
42431,2019,07,HOUSEHOLD,CAT FOODS,1321,7247.48,2704.2982
42432,2019,07,TOYS AND HOBBIES,CONSTRUCTION,139,3928.62,2232.0782
42433,2019,07,HEALTH CARE,EYE CARE,450,6033.4,3459.0827
42434,2019,07,READERS MARKET,SOUVENIRS,6879,39970.02,19660.1707
42435,2019,07,HOUSEHOLD GOODS,BEDROOM,19,1673.81,824.0295
42436,2019,07,SPORT GD ATHLETIC ,OUTDOOR CAMPING COOKING,278,5123.13,1940.7876
42437,2019,08,OUTDOOR LIVING,GRILLS,67,2007.87,380.782
42438,2019,08,HOUSEHOLD GOODS,COOKWARE,101,2282.44,790.7848
42439,2019,08,MENSWEAR,MENS SPORTS SOCKS,130,1851.9,1079.4054
42440,2019,08,FOOD,CRACKERS,3525,14212.7,6149.8247
42441,2019,08,HOUSEHOLD,CUPS/PLATES/NAPKINS,1141,4159.78,1775.8311
42442,2019,08,HOUSEHOLD GOODS,CLOSET ACCESSORIES,329,4741.31,2396.8194
42443,2019,08,HOUSEHOLD,HOUSEHOLD CHEMICALS,2362,10862.36,4252.9764
42444,2019,08,FOOD,SHELF STABLE JUICES & DRINKS,6869,13448.61,4932.2147
42445,2019,08,FOOD,CHRISTMAS CANDY,172,550.88,205.24
42446,2019,08,TOYS AND HOBBIES,LARGE DOLLS,83,1177.7,766.1298
42447,2019,08,FOOTWEAR,BEACH,142,3259.13,1658.309
42448,2019,08,FOOD,SINGLE SERVE,1705,2535.53,990.572
42449,2019,08,READERS MARKET,SOUVENIRS,7108,40398.89,19472.6412
42450,2019,08,KIDSWORLD,HAWAII CHILDREN,330,4874.99,2165.53
42451,2019,08,HEALTH CARE,VITAMINS,4115,86754.11,42929.0273
42452,2019,08,HOUSEHOLD GOODS,KITCHEN UTENSILS,412,2408.47,1502.3213
42453,2019,08,BEAUTY CARE,REVLON,176,1884.98,979.0
42454,2019,08,FOOD,BK FRESH BREAD,630,2675.54,891.623
42455,2019,08,HOUSEHOLD,PEST CONTROL SUPPLIES,224,1444.95,574.0216
42456,2019,08,FOOD,ETHNIC FOODS,20013,68157.75,18159.3177
42457,2019,08,BEAUTY CARE,NAIL ACCESSORIES,412,2381.88,1442.5953
42458,2019,08,HOUSEHOLD GOODS,WASTE/LAUNDRY,238,2929.89,1190.9886
42459,2019,08,HARDWARE,WET / DRY VACS AND ACC,29,820.21,305.253
42460,2019,08,FOOD,CHECKOUTS,713,3270.35,1402.85
42461,2019,08,HEALTH CARE,PERSONAL HYGIENE,5267,39213.2,17844.0298
42462,2019,08,TOYS AND HOBBIES,FASHION DOLLS / ACCESSOR,108,2449.23,1276.2874
42463,2019,08,FOOD,BK BAKERY,562,2861.81,1080.2226
42464,2019,08,WOMENS,BODY/ACTIVE WEAR,516,4888.11,2314.0339
42465,2019,08,HOUSEHOLD,DIAPERS/TRAINING PANTS,964,12489.27,3661.9696
42466,2019,08,HOUSEHOLD,TRASH BAGS,172,1335.24,496.4434
42467,2019,08,SPORT GD ATHLETIC ,LUGGAGE,149,2216.56,1000.9651
42468,2019,08,FOOD,GUMS/MINTS,3053,5076.27,2058.4807
42469,2019,08,HOUSEHOLD,HOUSEHOLD SUPPLIES,663,3478.57,2014.4834
42470,2019,08,SOFT HOME,JUVENILE BEDDING,59,1598.01,912.8006
42471,2019,08,FOOTWEAR,CASUALS,29,793.72,528.012
42472,2019,08,GROCERY PERISHABLES,FRUIT,1099,5717.16,1169.678
42473,2019,08,WOMENS,HAWAII,689,10049.82,4480.432
42474,2019,08,FOOD,FORMULA,715,6177.36,1903.3619
42475,2019,08,HOUSEHOLD,PAPER TOWELS,540,4154.91,1378.4065
42476,2019,08,HEALTH CARE,DIGESTIVE HEALTH,2673,25652.19,11560.8366
42477,2019,08,MAJOR HOME APPLIANCES,AIR CONDITIONERS,33,6117.17,1808.9489999999998
42478,2019,08,FOOTWEAR,WORKBOOTS,117,5016.5,3010.2308
42479,2019,08,CAR CARE,BATTERY RELATED,2,206.98,128.296
42480,2019,08,TOYS AND HOBBIES,SMALL / MINI VEHICLES,741,2585.57,1507.2872
42481,2019,08,BEAUTY CARE,COSMETIC BRUSHES/PUFFS,433,2214.2,1434.2469
42482,2019,08,WOMENS,JUNIORS,253,2860.35,1864.175
42483,2019,08,MAJOR HOME APPLIANCES,FANS AND ACCESSORIES,91,3409.94,1567.4629
42484,2019,08,FOOTWEAR,KIDS,87,1477.34,747.3
42485,2019,08,FOOD,BK REFRIGERATED FOODS,979,3759.04,1350.2135
42486,2019,08,HARDWARE,BATH DECOR,226,4464.85,1792.785
42487,2019,08,STATIONERY,WRITING SUPPLIES,280,1542.08,936.9715
42488,2019,08,HEALTH CARE,RESPIRATORY CARE,1620,14581.93,7733.4191
42489,2019,08,SOFT HOME,TOWELS,1486,5923.97,2438.6231
42490,2019,08,FOOD,BK FROZEN FOODS,785,3036.21,1160.1143
42491,2019,08,WOMENS,ROUTE 66,87,765.12,469.43699999999995
42492,2019,08,FOOTWEAR,CASUALS,292,2741.6,1182.175
42493,2019,08,MENSWEAR,MENS HAWAII,1383,15520.82,6438.9717
42494,2019,08,KIDSWORLD,ROOM FURNITURE,16,1471.84,685.2108
42495,2019,08,TOYS AND HOBBIES,ACTIVITIES,335,3399.19,1998.9791
42496,2019,08,ACCESSORIES,TOTES,1,32.99,20.1298
42497,2019,08,KIDSWORLD,NEWBORN,173,2028.33,1229.6998
42498,2019,08,KIDSWORLD,TOD. UNDERWEAR,61,740.23,437.9496
42499,2019,08,"CARDS, WRAP & PARTY",SBT AG PARTY SUPPLIES,885,2313.89,1239.38
42500,2019,08,HOUSEHOLD GOODS,BEDROOM,32,3238.68,1553.8954
42501,2019,08,HOUSEHOLD GOODS,MOTORIZED APPLIANCES,99,2369.26,517.5182
42502,2019,08,HOUSEHOLD GOODS,KITCHEN/DINING,33,3516.99,1052.9738
42503,2019,08,FOOD,MEAL SOLUTIONS,1931,4320.59,1414.2177
42504,2019,08,SEASONAL,PLUSH,180,1637.84,1081.9307
42505,2019,08,HOUSEHOLD GOODS,BEVERAGE APPLIANCES,114,2461.96,1166.9839
42506,2019,08,INTIMATE & ACC.,PACKAGE PANTIES,391,4013.7,2450.081
42507,2019,08,SPORT GD ATHLETIC ,OUTDOOR CAMPING / SLEEPI,132,7715.41,2277.647
42508,2019,08,SEASONAL,BASKETS,331,4645.25,2695.4974
42509,2019,08,HOME ELECTRONICS,TELEPHONE/ACCESSORIES,62,1498.49,294.89
42510,2019,08,STATIONERY,PAPER SUPPLIES,322,1076.98,646.2414
42511,2019,08,"CARDS, WRAP & PARTY",SBT AG CARDS,923,4523.68,2261.0
42512,2019,08,HOUSEHOLD,DOG FOOD,3812,30212.83,9537.9035
42513,2019,08,HOUSEHOLD GOODS,GARMENT CARE,50,1865.9,883.69
42514,2019,08,HARDWARE,MTS,16,1471.44,623.5487
42515,2019,08,BEAUTY CARE,BATH AND BODY,603,3688.93,1995.295
42516,2019,08,TOYS AND HOBBIES,SWING SETS,19,3586.21,1087.3627
42517,2019,08,HOUSEHOLD GOODS,ASOTV,184,4774.24,1995.2791
42518,2019,08,"CARDS, WRAP & PARTY",SBT AG WRAP,426,1406.11,701.19
42519,2019,08,CAR CARE,BATTERIES,17,2124.83,723.83
42520,2019,08,HOUSEHOLD GOODS,MICROWAVES & REFRIGERATO,42,2757.18,1047.1102
42521,2019,08,BEAUTY CARE,HAIR ACCESSORIES,737,4614.17,3555.2666
42522,2019,08,WOMENS,SWIMWEAR,53,1096.47,547.97
42523,2019,08,HOUSEHOLD GOODS,HEATING APPLIANCES,139,5547.43,1705.7724
42524,2019,08,FOOD,BAKING NEEDS,946,3169.06,1053.2508
42525,2019,08,BEAUTY CARE,HAIR APPLIANCES,78,2245.03,1204.6848
42526,2019,08,HOME ELECTRONICS,VIDEO/AUDIO ACCESSORIES,92,1757.48,879.78
42527,2019,08,BEAUTY CARE,HAIR CARE,6122,36566.58,16849.7138
42528,2019,08,HOUSEHOLD GOODS,HOME OFFICE,16,650.84,238.2608
42529,2019,08,SOFT HOME,SHOWER CURTAINS,101,1332.4,926.2579
42530,2019,08,MENSWEAR,SHORTS,80,2032.38,1157.194
42531,2019,08,FOOD,CONDIMENTS,2134,9181.2,3497.075
42532,2019,08,LAWN & GARDEN,TOOLS,127,1944.47,981.2337
42533,2019,08,STATIONERY,ARTS & CRAFTS,369,1724.23,1099.1329
42534,2019,08,SEASONAL,BASKET ACCESSORIES,268,1204.22,969.5407
42535,2019,08,BEAUTY CARE,SHAVING,919,7915.34,3606.5453
42536,2019,08,FOOD,BK DAIRY (REFRIGERATED F,1761,4156.33,1155.802
42537,2019,08,HOUSEHOLD GOODS,DINNERWARE,173,686.35,421.31699999999995
42538,2019,08,FOOD,CANNED FOODS,7478,21832.14,6581.7021
42539,2019,08,KIDSWORLD,BIBS/FEEDING,333,2895.34,1463.8306
42540,2019,08,FOOD,NEW AGE/ WATER,15534,26802.32,10298.7704
42541,2019,08,HEALTH CARE,EYE CARE,353,4652.22,2625.7022
42542,2019,08,WOMENS,BE KNIT TOPS,300,2433.39,1084.5702
42543,2019,08,BEAUTY CARE,COVER GIRL,201,1945.37,1011.8922
42544,2019,08,KIDSWORLD,FURNITURE ACC,58,1531.02,823.77
42545,2019,08,MAJOR HOME APPLIANCES,VACUUMS / ACCESSORIES,21,1346.29,593.0832
42546,2019,08,TOYS AND HOBBIES,RADIO CONTROL VEHICLES,41,1301.69,833.4453
42547,2019,08,KIDSWORLD,CARRIERS,130,7803.7,3541.35
42548,2019,08,KIDSWORLD,BEDDING,72,1311.27,815.165
42549,2019,08,SPORT GD ATHLETIC ,BIKES,48,4859.86,1710.7237
42550,2019,08,OUTDOOR LIVING,RESIN FURNITURE,6,107.94,54.9
42551,2019,08,HEALTH CARE,GENERAL HEALTH,2232,17453.64,11301.3864
42552,2019,08,STATIONERY,HOME OFFICE,269,1700.27,1034.2245
42553,2019,08,TOYS AND HOBBIES,CONSTRUCTION,167,3902.33,2206.6853
42554,2019,08,MENSWEAR,WRANGLER,66,1518.0,567.26
42555,2019,08,TOYS AND HOBBIES,FIGURES,290,5681.79,2843.0658
42556,2019,08,TOYS AND HOBBIES,POOLS,151,2532.61,1004.0727
42557,2019,08,HEALTH CARE,TOILETRIES,1716,10965.08,4861.8224
42558,2019,08,MENSWEAR,CORE DENIM,191,3355.99,1748.4151
42559,2019,08,INTIMATE & ACC.,SWIMWEAR,59,983.86,690.047
42560,2019,08,SPORT GD ATHLETIC ,FLOTATION / WATER SPORTS,868,12377.03,6150.2388
42561,2019,08,MENSWEAR,MENS UNDERWEAR,736,11269.58,5285.7855
42562,2019,08,BEAUTY CARE,BAR SOAP / BODY WASH,3014,19465.25,7724.9776
42563,2019,08,WOMENS,DENIM - BRANDED,125,1828.63,596.3530000000001
42564,2019,08,TOYS AND HOBBIES,PLAY BALLS,198,3917.45,2460.8173
42565,2019,08,FOOD,HOT BEVERAGES,4833,16297.29,5462.2656
42566,2019,08,HARDWARE,LIGHTING,86,615.73,416.3275
42567,2019,08,SPORT GD ATHLETIC ,OUTDOOR CAMPING COOKING,620,13972.12,4821.9786
42568,2019,08,CAR CARE,APPEARANCE/MAINTENANCE,246,1446.67,696.052
42569,2019,08,HOUSEHOLD GOODS,CASUAL FURNITURE,174,5987.89,2176.7425
42570,2019,08,SOFT HOME,PILLOWS,174,1501.26,1016.74
42571,2019,08,MENSWEAR,BASIC EDITION DENIM,4,55.92,33.4721
42572,2019,08,KIDSWORLD,BOY UNDERWEAR,213,1653.13,943.3814
42573,2019,08,HEALTH CARE,NUTRITION,682,6354.35,1215.0342
42574,2019,08,BEAUTY CARE,SKIN CARE,2348,21795.62,10665.8714
42575,2019,08,SPORT GD ATHLETIC ,EXERCISE EQUIPMENT,110,3876.06,1729.2494
42576,2019,08,KIDSWORLD,GRL LINGERIE/PANTIES,280,1921.77,1165.5725
42577,2019,08,TOYS AND HOBBIES,BOARD GAMES,142,2696.9,1621.8587
42578,2019,08,TOYS AND HOBBIES,SMALL GIRLS TOYS,633,12152.42,5533.3628
42579,2019,08,SPORT GD ATHLETIC ,LURES / TACKLE / TACKLE,265,1321.66,801.4531
42580,2019,08,FOOD,KIDDIE CANDY,1749,3088.16,1218.3896
42581,2019,08,FOOD,BREAKFAST FOODS,7245,27293.61,8570.6928
42582,2019,08,HOUSEHOLD GOODS,FOOD STORAGE,710,4606.51,1877.8805
42583,2019,08,HOME ELECTRONICS,DVD HARDWARE,8,412.42,223.42
42584,2019,08,FOOD,NUTS,5489,32501.3,12120.142
42585,2019,08,BEAUTY CARE,SPECIALTY,829,3634.66,2003.8291
42586,2019,08,HOME ELECTRONICS,COMPUTERS,1,59.99,16.99
42587,2019,08,FOOD,SEASONAL GIFTS,7,33.0,11.2
42588,2019,08,FOOTWEAR,BEACH,102,1320.61,859.658
42589,2019,08,HOUSEHOLD GOODS,CANDLES / ACCESSORIES,207,1276.67,891.9838
42590,2019,08,TOYS AND HOBBIES,BEACH / YARD TOYS,537,2236.36,1175.8821
42591,2019,08,FOOD,SALTY SNACKS,11008,33243.46,11242.8071
42592,2019,08,FOOD,COOKIES,7789,28727.05,10043.1786
42593,2019,08,HARDWARE,STORAGE SYSTEMS,39,1540.41,480.017
42594,2019,08,HOUSEHOLD,DOG ACCESSORIES,658,6470.44,4313.5049
42595,2019,08,READERS MARKET,KS - SOUVENIRS,1336,6287.44,3115.4848
42596,2019,08,FOOD,KS - SNACKS,656,2476.41,913.6466
42597,2019,08,HOUSEHOLD GOODS,TOTES,350,4079.64,1698.4299
42598,2019,08,HEALTH CARE,ORAL CARE,6821,38032.79,17415.3128
42599,2019,08,SPORT GD ATHLETIC ,COOLERS / JUGS / LUNCH K,93,1553.55,753.2742
42600,2019,08,BEAUTY CARE,MAYBELLINE,355,3663.58,2130.6437
42601,2019,08,FOOD,CARBONATED SOFT DRINK,4975,10200.26,2797.3343
42602,2019,08,MENSWEAR,ACTIVEWEAR,230,2129.7,1006.15
42603,2019,08,TOYS AND HOBBIES,PRESCHOOL,121,2293.21,1318.7149
42604,2019,08,STATIONERY,PRIMARY,345,1459.87,747.1826
42605,2019,08,HOUSEHOLD,DOG TREATS,717,4962.44,2348.2487
42606,2019,08,INTIMATE & ACC.,BRANDED BRAS,170,3074.5,1733.0664
42607,2019,08,FOOD,KS - CANDY & GUM,1536,4141.5,1649.0279999999998
42608,2019,08,FOOD,TAKE HOME,31477,168413.74,48741.43
42609,2019,08,HOUSEHOLD,CAT LITTER/PANS,200,2694.8,1170.2732
42610,2019,08,HOUSEHOLD,FABRIC CARE SUPPLIES,1633,12918.52,3994.5718
42611,2019,08,FOOTWEAR,BEACH,99,890.01,559.18
42612,2019,08,HOUSEHOLD,BATH TISSUE,845,7090.2,1991.0854
42613,2019,08,HEALTH CARE,ANALGESIC & PAIN,983,11775.28,5513.7473
42614,2019,08,BEAUTY CARE,SUN CARE,1929,21954.76,10115.2437
42615,2019,08,FOOD,PRODUCE,127,362.34,138.8751
42616,2019,08,FOOTWEAR,CASUALS,55,928.24,672.2925
42617,2019,08,TOYS AND HOBBIES,SPORTS TOYS,1094,3601.99,2278.8439
42618,2019,08,HOUSEHOLD,CAT FOODS,1454,6541.8,2600.1525
42619,2019,08,HOUSEHOLD,FOOD CONTACT,465,1837.22,811.4705
42620,2019,08,HOUSEHOLD,DISH CARE SUPPLIES,561,2554.38,872.3449
42621,2019,09,HARDWARE,LIGHTING,18,147.02,96.5464
42622,2019,09,FOOTWEAR,BEACH,14,125.86,76.764
42623,2019,09,HEALTH CARE,NUTRITION,76,872.74,181.37
42624,2019,09,HOUSEHOLD,HOUSEHOLD CHEMICALS,444,1868.65,792.9119
42625,2019,09,FOOD,FORMULA,124,778.85,284.1037
42626,2019,09,MENSWEAR,CORE DENIM,29,576.6,266.3865
42627,2019,09,HOUSEHOLD GOODS,KITCHEN UTENSILS,78,389.2,248.9331
42628,2019,09,MENSWEAR,MENS SPORTS SOCKS,29,478.69,281.7099
42629,2019,09,FOOD,BK BAKERY,76,473.51,181.5095
42630,2019,09,HOUSEHOLD,PEST CONTROL SUPPLIES,53,396.27,163.5712
42631,2019,09,WOMENS,BE KNIT TOPS,86,557.09,166.5573
42632,2019,09,FOOD,NEW AGE/ WATER,2404,4001.32,1398.5976
42633,2019,09,FOOD,HOT BEVERAGES,865,1911.16,605.3053
42634,2019,09,FOOD,BK FRESH BREAD,62,250.23,77.918
42635,2019,09,BEAUTY CARE,BAR SOAP / BODY WASH,512,3322.6,1304.1766
42636,2019,09,MENSWEAR,SHORTS,13,329.87,200.16299999999998
42637,2019,09,KIDSWORLD,GRL LINGERIE/PANTIES,44,388.3,228.9611
42638,2019,09,FOOD,BK FROZEN FOODS,115,439.23,173.9045
42639,2019,09,HOUSEHOLD GOODS,MICROWAVES & REFRIGERATO,13,796.97,251.6855
42640,2019,09,BEAUTY CARE,COVER GIRL,40,432.4,242.33
42641,2019,09,WOMENS,ROUTE 66,22,141.96,97.24600000000001
42642,2019,09,BEAUTY CARE,COSMETIC BRUSHES/PUFFS,91,397.69,268.5311
42643,2019,09,SEASONAL,PLUSH,34,354.06,245.9798
42644,2019,09,FOOD,PRODUCE,33,96.23,38.2125
42645,2019,09,HEALTH CARE,PERSONAL HYGIENE,959,7624.1,3419.6429
42646,2019,09,HOUSEHOLD GOODS,MOTORIZED APPLIANCES,16,400.44,105.0957
42647,2019,09,KIDSWORLD,FURNITURE ACC,7,289.33,163.79
42648,2019,09,FOOD,NUTS,781,4776.12,1811.9881
42649,2019,09,HOUSEHOLD GOODS,CASUAL FURNITURE,4,198.67,87.4845
42650,2019,09,SPORT GD ATHLETIC ,COOLERS / JUGS / LUNCH K,14,331.46,193.7153
42651,2019,09,BEAUTY CARE,BATH AND BODY,89,567.71,295.9312
42652,2019,09,HOUSEHOLD,PAPER TOWELS,75,613.25,231.5469
42653,2019,09,TOYS AND HOBBIES,FIGURES,44,1068.24,517.2698
42654,2019,09,READERS MARKET,SOUVENIRS,872,4593.42,2230.0046
42655,2019,09,FOOD,CONDIMENTS,292,1311.83,490.3456
42656,2019,09,FOOD,SINGLE SERVE,243,347.3,140.2502
42657,2019,09,HOUSEHOLD GOODS,DINNERWARE,13,60.87,36.08
42658,2019,09,HOUSEHOLD GOODS,CLOSET ACCESSORIES,82,847.18,543.1246
42659,2019,09,FOOD,SALTY SNACKS,1845,5219.63,1545.7271
42660,2019,09,FOOTWEAR,KIDS,23,322.92,131.95600000000002
42661,2019,09,BEAUTY CARE,SUN CARE,279,3351.71,1624.41
42662,2019,09,HOME ELECTRONICS,TELEPHONE/ACCESSORIES,4,168.73,23.79
42663,2019,09,FOOD,CRACKERS,605,2496.1,1087.4298
42664,2019,09,BEAUTY CARE,SHAVING,144,1098.86,519.4275
42665,2019,09,KIDSWORLD,HAWAII CHILDREN,35,537.69,245.19
42666,2019,09,STATIONERY,HOME OFFICE,31,124.19,66.6376
42667,2019,09,TOYS AND HOBBIES,RADIO CONTROL VEHICLES,2,52.48,36.3798
42668,2019,09,BEAUTY CARE,REVLON,38,415.22,216.41
42669,2019,09,FOOTWEAR,BEACH,27,614.33,307.151
42670,2019,09,TOYS AND HOBBIES,BOARD GAMES,35,775.99,457.5784
42671,2019,09,HEALTH CARE,EYE CARE,53,767.17,417.125
42672,2019,09,SPORT GD ATHLETIC ,FLOTATION / WATER SPORTS,134,2070.16,1034.0488
42673,2019,09,HOUSEHOLD,BATH TISSUE,159,1198.81,328.6077
42674,2019,09,"CARDS, WRAP & PARTY",SBT AG PARTY SUPPLIES,156,404.34,212.61
42675,2019,09,FOOD,KS - CANDY & GUM,213,629.57,249.36
42676,2019,09,HOUSEHOLD GOODS,CANDLES / ACCESSORIES,35,210.25,148.2005
42677,2019,09,KIDSWORLD,BOY UNDERWEAR,31,371.1,206.9134
42678,2019,09,BEAUTY CARE,NAIL ACCESSORIES,66,365.11,233.1628
42679,2019,09,TOYS AND HOBBIES,PLAY BALLS,50,423.23,280.0515
42680,2019,09,HOME ELECTRONICS,DVD HARDWARE,2,137.48,57.48
42681,2019,09,BEAUTY CARE,SKIN CARE,430,4246.11,2046.1278
42682,2019,09,LAWN & GARDEN,TOOLS,16,196.14,113.5933
42683,2019,09,FOOD,COOKIES,1377,4474.09,1594.9231
42684,2019,09,FOOTWEAR,WORKBOOTS,31,1212.79,641.576
42685,2019,09,TOYS AND HOBBIES,POOLS,46,561.54,226.313
42686,2019,09,HOUSEHOLD GOODS,COOKWARE,15,329.55,91.72
42687,2019,09,HEALTH CARE,VITAMINS,653,13228.96,6341.0258
42688,2019,09,INTIMATE & ACC.,BRANDED BRAS,36,637.64,379.1293
42689,2019,09,MAJOR HOME APPLIANCES,VACUUMS / ACCESSORIES,7,424.93,164.00099999999998
42690,2019,09,HEALTH CARE,GENERAL HEALTH,339,2519.79,1618.5564
42691,2019,09,SPORT GD ATHLETIC ,BIKES,6,752.94,248.4227
42692,2019,09,TOYS AND HOBBIES,CONSTRUCTION,18,691.62,378.8679
42693,2019,09,TOYS AND HOBBIES,SMALL / MINI VEHICLES,128,453.29,267.214
42694,2019,09,KIDSWORLD,BIBS/FEEDING,47,402.86,220.5362
42695,2019,09,OUTDOOR LIVING,GRILLS,7,263.53,-21.385
42696,2019,09,MENSWEAR,BASIC EDITION DENIM,2,27.96,16.7364
42697,2019,09,HEALTH CARE,ORAL CARE,1326,7207.27,3271.3653
42698,2019,09,MAJOR HOME APPLIANCES,FANS AND ACCESSORIES,15,518.35,236.3409
42699,2019,09,TOYS AND HOBBIES,FASHION DOLLS / ACCESSOR,16,400.07,221.4978
42700,2019,09,BEAUTY CARE,MAYBELLINE,50,541.7,314.9938
42701,2019,09,HEALTH CARE,DIGESTIVE HEALTH,400,3694.4,1414.6308
42702,2019,09,FOOD,CANNED FOODS,1059,3332.56,1046.0407
42703,2019,09,HEALTH CARE,TOILETRIES,253,1495.97,647.1062
42704,2019,09,BEAUTY CARE,HAIR ACCESSORIES,130,806.77,625.32
42705,2019,09,"CARDS, WRAP & PARTY",SBT AG CARDS,149,669.62,334.81
42706,2019,09,HOUSEHOLD,FOOD CONTACT,83,415.2,194.2706
42707,2019,09,HOUSEHOLD,CUPS/PLATES/NAPKINS,199,679.75,287.719
42708,2019,09,HOUSEHOLD,DIAPERS/TRAINING PANTS,152,1982.58,626.3759
42709,2019,09,FOOTWEAR,CASUALS,4,111.96,75.656
42710,2019,09,TOYS AND HOBBIES,SWING SETS,3,608.57,171.0863
42711,2019,09,HOME ELECTRONICS,VIDEO/AUDIO ACCESSORIES,11,237.49,153.34
42712,2019,09,BEAUTY CARE,HAIR CARE,1019,6103.06,2838.9651
42713,2019,09,HARDWARE,MTS,5,374.95,108.2194
42714,2019,09,BEAUTY CARE,HAIR APPLIANCES,11,306.39,160.56
42715,2019,09,HARDWARE,BATH DECOR,77,1301.43,674.4271
42716,2019,09,"CARDS, WRAP & PARTY",SBT AG WRAP,60,241.7,120.85
42717,2019,09,FOOD,BK REFRIGERATED FOODS,172,760.05,267.2519
42718,2019,09,CAR CARE,BATTERIES,3,374.97,127.97
42719,2019,09,SPORT GD ATHLETIC ,OUTDOOR CAMPING COOKING,97,2249.03,708.8528
42720,2019,09,KIDSWORLD,BEDDING,6,150.96,96.7099
42721,2019,09,HOUSEHOLD,CAT LITTER/PANS,47,770.33,371.8197
42722,2019,09,MAJOR HOME APPLIANCES,AIR CONDITIONERS,10,2305.9,764.1639
42723,2019,09,HOUSEHOLD,TRASH BAGS,34,259.96,106.3635
42724,2019,09,TOYS AND HOBBIES,SPORTS TOYS,262,993.5,605.1075
42725,2019,09,WOMENS,DENIM - BRANDED,9,149.87,56.21
42726,2019,09,STATIONERY,PAPER SUPPLIES,57,172.91,103.6767
42727,2019,09,SPORT GD ATHLETIC ,LUGGAGE,23,398.67,179.06
42728,2019,09,FOOTWEAR,CASUALS,4,49.94,34.141
42729,2019,09,GROCERY PERISHABLES,FRUIT,163,862.82,182.25799999999998
42730,2019,09,SEASONAL,BASKET ACCESSORIES,52,243.78,195.808
42731,2019,09,HOUSEHOLD,DOG ACCESSORIES,105,962.74,644.9513
42732,2019,09,STATIONERY,PRIMARY,65,230.15,111.3215
42733,2019,09,HARDWARE,WET / DRY VACS AND ACC,2,66.58,25.7364
42734,2019,09,FOOD,TAKE HOME,4506,23366.77,6725.4011
42735,2019,09,FOOD,CARBONATED SOFT DRINK,905,1717.18,360.6858
42736,2019,09,TOYS AND HOBBIES,PRESCHOOL,16,515.04,286.0621
42737,2019,09,HEALTH CARE,ANALGESIC & PAIN,142,1615.98,791.748
42738,2019,09,HARDWARE,STORAGE SYSTEMS,2,109.98,51.294
42739,2019,09,FOOD,ETHNIC FOODS,2828,9288.21,2521.8713
42740,2019,09,TOYS AND HOBBIES,LARGE DOLLS,5,33.65,21.0
42741,2019,09,FOOD,KS - SNACKS,129,477.9,166.6534
42742,2019,09,FOOD,BK DAIRY (REFRIGERATED F,348,810.82,211.40900000000002
42743,2019,09,SOFT HOME,JUVENILE BEDDING,9,172.91,102.39
42744,2019,09,HOUSEHOLD GOODS,ASOTV,33,801.67,321.4397
42745,2019,09,MENSWEAR,MENS HAWAII,224,2130.68,739.717
42746,2019,09,FOOTWEAR,CASUALS,46,395.54,177.333
