,year,week,ln_dept_desc,sub_ln_catg_grp_desc,total_quantity,total_sales,total_margin
42063,2019,05,HOUSEHOLD GOODS,HOME OFFICE,24,780.76,252.0335
42064,2019,05,MENSWEAR,WRANGLER,74,1542.59,501.04
42065,2019,05,SPORT GD ATHLETIC ,LUGGAGE,110,2218.81,1062.5784
42066,2019,05,TOYS AND HOBBIES,FASHION DOLLS / ACCESSOR,73,1340.45,767.0605
42067,2019,05,BEAUTY CARE,REVLON,179,2172.56,1165.174
42068,2019,05,MAJOR HOME APPLIANCES,VACUUMS / ACCESSORIES,45,2594.95,1012.6058
42069,2019,05,MAJOR HOME APPLIANCES,FANS AND ACCESSORIES,173,5204.14,2414.822
42070,2019,05,HOUSEHOLD GOODS,WASTE/LAUNDRY,230,2672.39,1114.9711
42071,2019,05,FOOD,CARBONATED SOFT DRINK,5282,11303.95,4192.0327
42072,2019,06,OUTDOOR LIVING,GRILLS,118,3478.56,684.569
42073,2019,06,FOOD,CHRISTMAS CANDY,150,552.59,162.499
42074,2019,06,TOYS AND HOBBIES,CONSTRUCTION,118,3023.73,1508.1706
42075,2019,06,FOOD,BK REFRIGERATED FOODS,975,4077.89,1219.1385
42076,2019,06,WOMENS,BE KNIT TOPS,153,1435.03,605.6383
42077,2019,06,MENSWEAR,ACTIVEWEAR,117,1230.81,562.6805
42078,2019,06,FOOTWEAR,BEACH,196,3730.04,1474.516
42079,2019,06,FOOTWEAR,CASUALS,71,816.11,437.48800000000006
42080,2019,06,"CARDS, WRAP & PARTY",SBT AG WRAP,331,1173.68,530.377
42081,2019,06,FOOD,CHECKOUTS,926,3947.93,1068.095
42082,2019,06,FOOD,HOT BEVERAGES,3407,15537.47,4267.9437
42083,2019,06,SPORT GD ATHLETIC ,OUTDOOR CAMPING COOKING,456,9044.16,2646.1155
42084,2019,06,READERS MARKET,SOUVENIRS,6400,37405.46,15486.5691
42085,2019,06,HOUSEHOLD,CAT LITTER/PANS,161,2590.05,1082.6276
42086,2019,06,READERS MARKET,KS - SOUVENIRS,1048,5063.19,2118.3524
42087,2019,06,FOOD,SINGLE SERVE,1513,2097.27,720.823
42088,2019,06,HOUSEHOLD GOODS,HEATING APPLIANCES,288,8816.09,2651.6275
42089,2019,06,HOUSEHOLD,CUPS/PLATES/NAPKINS,1484,5390.16,2283.4799
42090,2019,06,SPORT GD ATHLETIC ,COOLERS / JUGS / LUNCH K,136,2456.94,986.7572
42091,2019,06,FOOD,TAKE HOME,32609,171032.02,39103.766
42092,2019,06,HOUSEHOLD GOODS,BEVERAGE APPLIANCES,126,2979.04,1165.4542
42093,2019,06,FOOD,BK DAIRY (REFRIGERATED F,1672,4121.49,1035.4972
42094,2019,06,HOUSEHOLD GOODS,WASTE/LAUNDRY,152,2379.48,1034.8395
42095,2019,06,FOOD,SALTY SNACKS,11631,34665.84,9623.8208
42096,2019,06,HOUSEHOLD GOODS,BEDROOM,26,2030.24,677.3729
42097,2019,06,SPORT GD ATHLETIC ,OUTDOOR CAMPING / SLEEPI,55,3642.54,1315.1584
42098,2019,06,MENSWEAR,MENS SPORTS SOCKS,141,2300.51,1061.58
42099,2019,06,MENSWEAR,MENS UNDERWEAR,840,13616.27,5668.0703
42100,2019,06,HOUSEHOLD,DOG FOOD,3871,33442.41,9688.2416
42101,2019,06,HEALTH CARE,ORAL CARE,6589,41388.79,17073.9671
42102,2019,06,INTIMATE & ACC.,SWIMWEAR,122,1837.94,1073.536
42103,2019,06,MENSWEAR,WRANGLER,78,1706.96,507.81
42104,2019,06,HOUSEHOLD,DOG TREATS,780,5527.61,2231.0484
42105,2019,06,STATIONERY,PRIMARY,366,1720.56,795.5883
42106,2019,06,TOYS AND HOBBIES,BOARD GAMES,111,1698.19,879.1845
42107,2019,06,"CARDS, WRAP & PARTY",SBT AG PARTY SUPPLIES,640,1781.07,795.559
42108,2019,06,TOYS AND HOBBIES,PRESCHOOL,161,3355.72,1637.9167
42109,2019,06,FOOD,CRACKERS,3905,15649.25,6190.8417
42110,2019,06,TOYS AND HOBBIES,FIGURES,242,4257.5,1816.5623
42111,2019,06,TOYS AND HOBBIES,SWING SETS,37,7443.44,1796.7352
42112,2019,06,SPORT GD ATHLETIC ,LURES / TACKLE / TACKLE,204,1121.83,645.9931
42113,2019,06,FOOD,CONDIMENTS,1284,6060.32,1804.1803
42114,2019,06,TOYS AND HOBBIES,RADIO CONTROL VEHICLES,29,1111.41,598.206
42115,2019,06,KIDSWORLD,BEDDING,55,932.17,489.6134
42116,2019,06,FOOD,ETHNIC FOODS,21388,67984.02,18723.8637
42117,2019,06,WOMENS,SWIMWEAR,44,894.56,390.51599999999996
42118,2019,06,HOUSEHOLD GOODS,DINNERWARE,245,559.91,312.3628
42119,2019,06,TOYS AND HOBBIES,PLAY BALLS,151,2146.51,1141.0617
42120,2019,06,FOOD,CANNED FOODS,8113,21057.64,4793.5913
42121,2019,06,KIDSWORLD,HAWAII CHILDREN,316,4677.64,1830.5479999999998
42122,2019,06,TOYS AND HOBBIES,LARGE DOLLS,59,932.89,471.0349
42123,2019,06,FOOD,COOKIES,9811,34006.68,8507.9673
42124,2019,06,SPORT GD ATHLETIC ,EXERCISE EQUIPMENT,68,3528.41,949.073
42125,2019,06,HOUSEHOLD,DIAPERS/TRAINING PANTS,1027,12597.28,3683.8171
42126,2019,06,"CARDS, WRAP & PARTY",SBT AG CARDS,874,4157.58,1816.2220000000002
42127,2019,06,HEALTH CARE,PERSONAL HYGIENE,5565,42959.19,17031.5352
42128,2019,06,WOMENS,BODY/ACTIVE WEAR,265,3284.63,1586.6191
42129,2019,06,HOUSEHOLD GOODS,TOTES,655,6866.72,2458.3442
42130,2019,06,HARDWARE,WET / DRY VACS AND ACC,66,2475.72,629.4119999999999
42131,2019,06,KIDSWORLD,TOD. UNDERWEAR,75,833.84,442.3738
42132,2019,06,FOOD,BK BAKERY,648,2969.66,853.5926
42133,2019,06,HOUSEHOLD,TRASH BAGS,189,1555.57,525.7742
42134,2019,06,SOFT HOME,HAWAII HOME,12,954.88,370.36400000000003
42135,2019,06,STATIONERY,HOME OFFICE,240,1339.83,723.6876
42136,2019,06,BEAUTY CARE,REVLON,178,2039.51,940.3235
42137,2019,06,TOYS AND HOBBIES,POOLS,244,2350.12,1088.0084
42138,2019,06,HEALTH CARE,EYE CARE,344,4794.52,2199.6942
42139,2019,06,MENSWEAR,MENS HAWAII,1183,15038.39,6061.8107
42140,2019,06,FOOD,NUTS,5540,32867.49,9198.4878
42141,2019,06,HOUSEHOLD,PEST CONTROL SUPPLIES,257,1768.02,615.3075
42142,2019,06,HARDWARE,STORAGE SYSTEMS,24,795.99,193.2466
42143,2019,06,LAWN & GARDEN,TOOLS,101,1086.64,620.9654
42144,2019,06,HOUSEHOLD,FABRIC CARE SUPPLIES,1685,12976.66,3850.4714
42145,2019,06,HEALTH CARE,VITAMINS,4670,97579.1,41765.057
42146,2019,06,FOOD,FORMULA,775,6219.17,1851.8505
42147,2019,06,HEALTH CARE,DIGESTIVE HEALTH,3006,27299.41,10356.8202
42148,2019,06,CAR CARE,BATTERIES,9,1099.91,313.934
42149,2019,06,HOUSEHOLD GOODS,MOTORIZED APPLIANCES,147,4280.6,1323.1721
42150,2019,06,KIDSWORLD,BOY UNDERWEAR,144,1363.0,684.0702
42151,2019,06,HOUSEHOLD,FOOD CONTACT,535,2247.08,739.0419
42152,2019,06,FOOD,GUMS/MINTS,2965,5016.76,1656.9378
42153,2019,06,HOUSEHOLD GOODS,KITCHEN UTENSILS,371,2231.78,1105.9048
42154,2019,06,BEAUTY CARE,COVER GIRL,212,2218.74,1016.0097
42155,2019,06,INTIMATE & ACC.,BRANDED BRAS,232,3047.78,1226.9599
42156,2019,06,BEAUTY CARE,MAYBELLINE,408,4261.17,1970.9128
42157,2019,06,WOMENS,HAWAII,566,8653.7,3584.434
42158,2019,06,WOMENS,ROUTE 66,78,716.51,379.035
42159,2019,06,MENSWEAR,CORE DENIM,172,3109.3,1379.6009
42160,2019,06,HOUSEHOLD,CAT FOODS,1306,7000.42,2445.1379
42161,2019,06,FOOD,KS - CANDY & GUM,1423,4057.85,1281.4658
42162,2019,06,HOUSEHOLD GOODS,ASOTV,116,3202.57,1453.8137
42163,2019,06,HEALTH CARE,TOILETRIES,1861,13174.11,5056.4061
42164,2019,06,STATIONERY,WRITING SUPPLIES,308,1622.51,895.8155
42165,2019,06,HOUSEHOLD GOODS,MICROWAVES & REFRIGERATO,56,3780.64,1245.5143
42166,2019,06,HOUSEHOLD,HOUSEHOLD CHEMICALS,2221,10393.55,3732.1747
42167,2019,06,BEAUTY CARE,COSMETIC BRUSHES/PUFFS,517,2438.28,1373.1189
42168,2019,06,HOUSEHOLD GOODS,FOOD STORAGE,369,2959.04,1220.1834
42169,2019,06,TOYS AND HOBBIES,SMALL / MINI VEHICLES,644,2323.62,1136.7012
42170,2019,06,FOOTWEAR,CASUALS,138,2272.39,1268.5462
42171,2019,06,FOOD,BK FRESH BREAD,578,2494.35,696.413
42172,2019,06,HEALTH CARE,GENERAL HEALTH,1996,15774.3,8360.3148
42173,2019,06,SOFT HOME,JUVENILE BEDDING,35,867.2,392.034
42174,2019,06,FOOD,SEASONAL GIFTS,6,29.0,6.9
42175,2019,06,TOYS AND HOBBIES,SMALL GIRLS TOYS,449,8708.68,3546.9392
42176,2019,06,BEAUTY CARE,SPECIALTY,808,3567.26,1686.7031
42177,2019,06,FOOD,PRODUCE,131,406.38,134.614
42178,2019,06,KIDSWORLD,GRL LINGERIE/PANTIES,185,1136.69,607.7213
42179,2019,06,KIDSWORLD,FURNITURE ACC,49,1668.51,754.6460000000001
42180,2019,06,SPORT GD ATHLETIC ,BIKES,30,2855.63,970.0739
42181,2019,06,HOUSEHOLD GOODS,CANDLES / ACCESSORIES,206,1222.15,693.6904
42182,2019,06,FOOD,BK FROZEN FOODS,904,3594.94,1043.985
42183,2019,06,STATIONERY,ARTS & CRAFTS,396,1900.03,1057.8239
42184,2019,06,HOME ELECTRONICS,VIDEO/AUDIO ACCESSORIES,97,1718.33,805.067
42185,2019,06,HOUSEHOLD GOODS,HOME OFFICE,29,952.71,303.0145
42186,2019,06,HOUSEHOLD GOODS,KITCHEN/DINING,44,4975.37,1300.6543
42187,2019,06,CAR CARE,APPEARANCE/MAINTENANCE,208,1231.28,566.18
42188,2019,06,FOOD,NEW AGE/ WATER,16670,27500.44,9118.88
42189,2019,06,HOUSEHOLD GOODS,COOKWARE,127,3572.65,1013.7401
42190,2019,06,HOUSEHOLD,DOG ACCESSORIES,746,7094.88,3871.1822
42191,2019,06,HEALTH CARE,ANALGESIC & PAIN,1063,12573.85,5122.0235
42192,2019,06,SPORT GD ATHLETIC ,FLOTATION / WATER SPORTS,752,10454.08,4360.1267
42193,2019,06,BEAUTY CARE,HAIR CARE,6210,37909.27,15450.2889
42194,2019,06,FOOD,KS - SNACKS,588,2114.71,629.6082
42195,2019,06,KIDSWORLD,CARRIERS,83,6138.07,2314.5178
42196,2019,06,TOYS AND HOBBIES,SPORTS TOYS,653,1910.64,1073.6736
42197,2019,06,TOYS AND HOBBIES,FASHION DOLLS / ACCESSOR,100,1761.02,765.0004
42198,2019,06,BEAUTY CARE,BATH AND BODY,486,2833.63,1280.2798
42199,2019,06,BEAUTY CARE,NAIL ACCESSORIES,392,2407.86,1255.9279
42200,2019,06,STATIONERY,PAPER SUPPLIES,277,961.27,470.8891
42201,2019,06,ACCESSORIES,TOTES,17,328.83,218.2371
42202,2019,06,FOOTWEAR,WORKBOOTS,95,4529.0,2398.1926
42203,2019,06,FOOTWEAR,BEACH,406,3806.56,1802.6329999999998
42204,2019,06,BEAUTY CARE,HAIR ACCESSORIES,663,4147.77,2644.2458
42205,2019,06,HOUSEHOLD,HOUSEHOLD SUPPLIES,723,4073.86,2037.8054
42206,2019,06,FOOD,BAKING NEEDS,817,2797.61,783.0832
42207,2019,06,INTIMATE & ACC.,PACKAGE PANTIES,415,4428.23,2325.9107
42208,2019,06,MAJOR HOME APPLIANCES,AIR CONDITIONERS,34,6505.66,1763.0848
42209,2019,06,MAJOR HOME APPLIANCES,FANS AND ACCESSORIES,120,3430.09,1139.0356
42210,2019,06,TOYS AND HOBBIES,BEACH / YARD TOYS,432,2098.57,861.198
42211,2019,06,BEAUTY CARE,SHAVING,915,7504.62,2949.7805
42212,2019,06,HOUSEHOLD,PAPER TOWELS,512,3970.24,1201.8117
42213,2019,06,SPORT GD ATHLETIC ,LUGGAGE,113,2104.97,876.4024
42214,2019,06,TOYS AND HOBBIES,ACTIVITIES,251,2466.63,1174.5384
42215,2019,06,HOUSEHOLD,BATH TISSUE,885,7853.11,2402.467
42216,2019,06,KIDSWORLD,NEWBORN,200,1097.54,519.9198
42217,2019,06,OUTDOOR LIVING,RESIN FURNITURE,14,251.86,125.39200000000001
42218,2019,06,FOOTWEAR,CASUALS,39,965.61,503.16
42219,2019,06,BEAUTY CARE,SUN CARE,2271,20665.94,7572.9471
42220,2019,06,HOME ELECTRONICS,DVD HARDWARE,17,831.08,344.12800000000004
42221,2019,06,HOUSEHOLD GOODS,CASUAL FURNITURE,84,5805.84,2051.5045
42222,2019,06,HARDWARE,MTS,39,4445.35,956.9939999999999
42223,2019,06,WOMENS,DENIM - BRANDED,164,1702.09,205.158
42224,2019,06,GROCERY PERISHABLES,FRUIT,287,2101.48,434.0
42225,2019,06,FOOD,SHELF STABLE JUICES & DRINKS,7341,13592.65,4297.4028
42226,2019,06,BEAUTY CARE,SKIN CARE,2213,21138.63,8836.7507
42227,2019,06,HEALTH CARE,RESPIRATORY CARE,1324,11967.05,5410.8787
42228,2019,06,MENSWEAR,SHORTS,23,391.93,220.399
42229,2019,06,HOUSEHOLD,DISH CARE SUPPLIES,545,2715.36,917.1239
42230,2019,06,MAJOR HOME APPLIANCES,VACUUMS / ACCESSORIES,46,1326.73,494.4158
42231,2019,06,FOOD,CARBONATED SOFT DRINK,4955,10220.94,3712.6323
42232,2019,06,FOOD,BREAKFAST FOODS,6774,26562.43,7350.6286
42233,2019,06,MENSWEAR,BASIC EDITION DENIM,7,97.86,47.4255
42234,2019,06,HOME ELECTRONICS,TELEPHONE/ACCESSORIES,59,1280.23,293.314
42235,2019,06,WOMENS,JUNIORS,198,2054.47,1095.503
42236,2019,06,KIDSWORLD,BIBS/FEEDING,400,3761.78,1763.754
42237,2019,06,HARDWARE,LIGHTING,80,669.51,342.7306
42238,2019,06,KIDSWORLD,ROOM FURNITURE,22,1647.66,604.9764
42239,2019,06,HOUSEHOLD GOODS,CLOSET ACCESSORIES,371,5207.19,2244.8872
42240,2019,06,BEAUTY CARE,BAR SOAP / BODY WASH,3176,19714.96,7039.1328
42241,2019,06,FOOTWEAR,KIDS,64,1304.56,578.46
42242,2019,06,FOOD,KIDDIE CANDY,1402,2674.55,882.5944
42243,2019,06,HEALTH CARE,NUTRITION,787,7852.76,1620.0485
42244,2019,06,FOOD,MEAL SOLUTIONS,2122,4803.09,1228.5047
42245,2019,06,SOFT HOME,SHOWER CURTAINS,135,1612.1,852.836
42246,2019,06,HARDWARE,BATH DECOR,236,4655.59,1807.746
42247,2019,06,SOFT HOME,PILLOWS,232,1806.58,918.1338
42248,2019,06,SOFT HOME,TOWELS,1057,4349.09,1771.4444
42249,2019,06,FOOTWEAR,BEACH,97,687.53,359.7623
42250,2019,06,HOUSEHOLD GOODS,GARMENT CARE,33,1253.47,466.344
42251,2019,06,BEAUTY CARE,HAIR APPLIANCES,103,2850.51,1280.35
42252,2019,07,TOYS AND HOBBIES,POOLS,157,2482.03,1316.7653
42253,2019,07,SPORT GD ATHLETIC ,COOLERS / JUGS / LUNCH K,79,1433.32,756.8184
42254,2019,07,TOYS AND HOBBIES,RADIO CONTROL VEHICLES,32,1020.73,673.9854
42255,2019,07,SPORT GD ATHLETIC ,LURES / TACKLE / TACKLE,265,1552.54,905.9491
42256,2019,07,TOYS AND HOBBIES,FIGURES,279,5248.74,2648.6858
42257,2019,07,FOOD,CHECKOUTS,802,3750.95,1499.0
42258,2019,07,GROCERY PERISHABLES,FRUIT,841,4892.79,1004.2660000000001
42259,2019,07,KIDSWORLD,NEWBORN,236,1574.7,916.4774
42260,2019,07,TOYS AND HOBBIES,SMALL / MINI VEHICLES,902,3668.62,2064.7278
42261,2019,07,WOMENS,HAWAII,656,9554.87,4655.07
42262,2019,07,MAJOR HOME APPLIANCES,AIR CONDITIONERS,29,6033.71,1833.5672
42263,2019,07,HOUSEHOLD GOODS,FOOD STORAGE,340,2712.81,1360.6037
42264,2019,07,SOFT HOME,SHOWER CURTAINS,109,1482.82,989.3168
42265,2019,07,FOOD,BREAKFAST FOODS,6835,26653.91,8582.4648
42266,2019,07,TOYS AND HOBBIES,SPORTS TOYS,755,1911.55,1236.6045
42267,2019,07,STATIONERY,ARTS & CRAFTS,393,2054.48,1310.42
42268,2019,07,FOOD,GUMS/MINTS,3132,5434.03,2203.5904
42269,2019,07,FOOD,HOT BEVERAGES,3617,17203.31,5220.3817
42270,2019,07,FOOTWEAR,BEACH,176,3863.04,1963.016
42271,2019,07,TOYS AND HOBBIES,PLAY BALLS,155,2909.67,1837.7516
42272,2019,07,FOOD,MEAL SOLUTIONS,2070,4501.21,1529.8264
42273,2019,07,FOOD,BK REFRIGERATED FOODS,1173,4456.49,1619.5797
42274,2019,07,SOFT HOME,HAWAII HOME,4,299.96,135.8
42275,2019,07,OUTDOOR LIVING,GRILLS,66,2131.99,369.93199999999996
42276,2019,07,WOMENS,BE KNIT TOPS,159,1698.51,878.8983
42277,2019,07,MENSWEAR,MENS SPORTS SOCKS,155,1943.95,1128.8622
42278,2019,07,FOOTWEAR,CASUALS,206,2266.94,1190.205
42279,2019,07,FOOD,BK FROZEN FOODS,997,3513.29,1370.4425
42280,2019,07,"CARDS, WRAP & PARTY",SBT AG WRAP,426,1430.82,712.25
42281,2019,07,WOMENS,ROUTE 66,69,631.09,427.494
42282,2019,07,READERS MARKET,KS - SOUVENIRS,1078,5165.88,2569.7858
42283,2019,07,SEASONAL,BASKET ACCESSORIES,173,717.55,577.0016
42284,2019,07,"CARDS, WRAP & PARTY",SBT AG CARDS,984,5039.28,2518.22
42285,2019,07,FOOD,COOKIES,8736,31673.96,10478.4676
42286,2019,07,HOUSEHOLD,CUPS/PLATES/NAPKINS,1305,4736.47,2103.1302
42287,2019,07,FOOD,CANNED FOODS,7669,22528.19,6882.7923
42288,2019,07,MENSWEAR,MENS HAWAII,1035,13181.74,6207.8445
42289,2019,07,BEAUTY CARE,HAIR APPLIANCES,82,2326.14,1225.869
42290,2019,07,HOUSEHOLD GOODS,CASUAL FURNITURE,115,4558.56,1776.194
42291,2019,07,SOFT HOME,TOWELS,1865,7431.45,3058.7246
42292,2019,07,HOUSEHOLD GOODS,HOME OFFICE,29,1179.71,436.8879
42293,2019,07,BEAUTY CARE,SUN CARE,2075,19170.6,6385.7474
42294,2019,07,HOUSEHOLD GOODS,COOKWARE,117,2610.26,962.6329
42295,2019,07,INTIMATE & ACC.,PACKAGE PANTIES,428,4265.02,2631.1056
42296,2019,07,WOMENS,SWIMWEAR,64,1286.36,633.36
42297,2019,07,BEAUTY CARE,COVER GIRL,221,2240.24,1201.3714
42298,2019,07,HARDWARE,BATH DECOR,339,6381.62,2510.8912
42299,2019,07,HOUSEHOLD GOODS,CLOSET ACCESSORIES,259,3901.61,2008.2633
42300,2019,07,HOUSEHOLD,BATH TISSUE,820,6709.61,1841.0351
42301,2019,07,STATIONERY,WRITING SUPPLIES,323,1637.39,1046.4513
42302,2019,07,BEAUTY CARE,REVLON,179,2136.16,1147.218
42303,2019,07,HOUSEHOLD GOODS,ASOTV,162,4550.73,2203.7213
42304,2019,07,STATIONERY,HOME OFFICE,273,1480.43,925.2785
42305,2019,07,MENSWEAR,BASIC EDITION DENIM,7,97.86,58.5701
42306,2019,07,HOUSEHOLD,FABRIC CARE SUPPLIES,1689,13289.4,4120.9379
42307,2019,07,HOUSEHOLD,PAPER TOWELS,504,3799.6,1302.1324
42308,2019,07,BEAUTY CARE,HAIR ACCESSORIES,703,4467.98,3431.1952
42309,2019,07,FOOD,ETHNIC FOODS,20717,67157.74,17525.1876
42310,2019,07,KIDSWORLD,BIBS/FEEDING,384,3491.94,1792.7624
42311,2019,07,FOOD,KS - SNACKS,646,2478.87,897.1664
42312,2019,07,FOOD,SALTY SNACKS,10918,32918.45,12144.0066
42313,2019,07,HARDWARE,MTS,6,184.96,-59.6949
42314,2019,07,FOOD,TAKE HOME,33988,176814.93,49604.469000000005
42315,2019,07,FOOD,NUTS,5845,33264.16,12167.8239
42316,2019,07,HOUSEHOLD GOODS,CANDLES / ACCESSORIES,319,1580.97,1083.7657
42317,2019,07,MENSWEAR,ACTIVEWEAR,130,1368.6,787.4069999999999
42318,2019,07,TOYS AND HOBBIES,BEACH / YARD TOYS,508,1998.8,901.4976
42319,2019,07,WOMENS,DENIM - BRANDED,126,2020.61,822.3939999999999
42320,2019,07,HOUSEHOLD GOODS,DINNERWARE,98,490.2,308.4477
42321,2019,07,TOYS AND HOBBIES,ACTIVITIES,297,3042.47,1761.1333
42322,2019,07,HOUSEHOLD,PEST CONTROL SUPPLIES,213,1442.15,586.4951
42323,2019,07,KIDSWORLD,TOD. UNDERWEAR,55,574.64,331.7409
42324,2019,07,WOMENS,JUNIORS,201,2580.03,1826.5420000000001
42325,2019,07,FOOD,NEW AGE/ WATER,17234,27491.1,10258.5578
42326,2019,07,KIDSWORLD,BEDDING,80,1235.78,795.1965
42327,2019,07,HOME ELECTRONICS,DVD HARDWARE,16,1209.84,577.84
42328,2019,07,FOOTWEAR,KIDS,70,1465.8,852.477
42329,2019,07,HOUSEHOLD,DIAPERS/TRAINING PANTS,1055,13459.76,4250.2345
42330,2019,07,HOUSEHOLD,FOOD CONTACT,567,2156.79,834.9171
42331,2019,07,HOUSEHOLD GOODS,KITCHEN/DINING,31,4360.09,1378.0436
42332,2019,07,HARDWARE,WET / DRY VACS AND ACC,33,1118.37,470.0524
42333,2019,07,FOOD,KIDDIE CANDY,1629,2862.9,1126.4083
42334,2019,07,INTIMATE & ACC.,BRANDED BRAS,184,3288.06,1843.5285
42335,2019,07,FOOD,CARBONATED SOFT DRINK,4943,10766.38,3361.724
42336,2019,07,BEAUTY CARE,NAIL ACCESSORIES,427,2558.06,1588.4241
42337,2019,07,HEALTH CARE,PERSONAL HYGIENE,5828,42903.13,19596.4903
42338,2019,07,HOME ELECTRONICS,VIDEO/AUDIO ACCESSORIES,104,1690.01,1011.1313
42339,2019,07,HOUSEHOLD GOODS,GARMENT CARE,64,1887.66,819.63
42340,2019,07,KIDSWORLD,BOY UNDERWEAR,210,1723.36,998.5954
42341,2019,07,HOUSEHOLD GOODS,MICROWAVES & REFRIGERATO,61,3412.99,1106.2791
42342,2019,07,FOOD,KS - CANDY & GUM,1528,4839.84,1913.849
42343,2019,07,FOOD,CHRISTMAS CANDY,128,531.56,194.56
42344,2019,07,FOOD,BAKING NEEDS,1147,3698.22,1184.3683
42345,2019,07,KIDSWORLD,HAWAII CHILDREN,300,4529.59,2050.94
42346,2019,07,FOOD,CRACKERS,3955,15571.0,6664.4108
42347,2019,07,BEAUTY CARE,SKIN CARE,2342,21297.61,10490.431999999999
42348,2019,07,SOFT HOME,PILLOWS,167,1467.04,929.8142
42349,2019,07,HEALTH CARE,ORAL CARE,6645,43306.15,20343.3609
42350,2019,07,BEAUTY CARE,COSMETIC BRUSHES/PUFFS,555,2828.49,1821.6914
42351,2019,07,HOUSEHOLD GOODS,MOTORIZED APPLIANCES,79,2446.14,973.2762
42352,2019,07,CAR CARE,BATTERY RELATED,1,3.99,2.6929
42353,2019,07,FOOD,FORMULA,811,6067.93,1938.17
42354,2019,07,INTIMATE & ACC.,SWIMWEAR,101,1656.75,1176.9080000000001
42355,2019,07,"CARDS, WRAP & PARTY",SBT AG PARTY SUPPLIES,816,2225.32,1181.95
42356,2019,07,BEAUTY CARE,SHAVING,886,7824.04,3548.8635
42357,2019,07,HOUSEHOLD,DOG ACCESSORIES,687,6806.04,4568.4502
42358,2019,07,HOUSEHOLD,TRASH BAGS,214,1506.39,595.7585
42359,2019,07,FOOTWEAR,CASUALS,70,947.36,638.536
42360,2019,07,KIDSWORLD,GRL LINGERIE/PANTIES,191,1622.06,972.581
42361,2019,07,HOUSEHOLD GOODS,WASTE/LAUNDRY,142,1786.38,847.4141
42362,2019,07,FOOD,BK BAKERY,582,2659.29,1005.6189
42363,2019,07,BEAUTY CARE,SPECIALTY,745,3290.57,1830.5976
42364,2019,07,SPORT GD ATHLETIC ,BIKES,32,3147.69,1181.8039
42365,2019,07,HEALTH CARE,DIGESTIVE HEALTH,2691,25925.39,12066.9131
42366,2019,07,FOOD,BK FRESH BREAD,638,2678.94,909.78
42367,2019,07,HEALTH CARE,VITAMINS,4565,95264.04,47622.7727
42368,2019,07,TOYS AND HOBBIES,FASHION DOLLS / ACCESSOR,64,1217.62,662.9633
42369,2019,07,FOOTWEAR,CASUALS,57,1563.25,999.3330000000001
42370,2019,07,HOUSEHOLD,CAT LITTER/PANS,229,3161.43,1397.3447
42371,2019,07,FOOTWEAR,BEACH,103,831.47,499.695
42372,2019,07,TOYS AND HOBBIES,SWING SETS,14,3048.86,959.3425
42373,2019,07,STATIONERY,PAPER SUPPLIES,280,1059.78,658.0945
42374,2019,07,MAJOR HOME APPLIANCES,FANS AND ACCESSORIES,126,3818.1,1744.6966
42375,2019,07,FOOD,SINGLE SERVE,1451,1991.07,810.9327
42376,2019,07,BEAUTY CARE,BATH AND BODY,610,3751.97,1947.8845
42377,2019,07,SEASONAL,PLUSH,61,623.39,385.1266
42378,2019,07,TOYS AND HOBBIES,PRESCHOOL,130,2855.03,1651.8075
42379,2019,07,CAR CARE,BATTERIES,2,249.98,87.98
42380,2019,07,TOYS AND HOBBIES,SMALL GIRLS TOYS,657,12349.71,5445.7652
42381,2019,07,HEALTH CARE,RESPIRATORY CARE,1528,12539.94,6727.9943
42382,2019,07,MENSWEAR,MENS UNDERWEAR,947,13096.17,6189.2584
42383,2019,07,SPORT GD ATHLETIC ,LUGGAGE,186,3543.02,1575.4203
42384,2019,07,HOUSEHOLD,DOG FOOD,4276,32879.87,10221.1623
42385,2019,07,HEALTH CARE,NUTRITION,884,7724.68,1036.2813
42386,2019,07,FOOD,PRODUCE,134,441.42,165.6818
42387,2019,07,CAR CARE,APPEARANCE/MAINTENANCE,198,1247.99,675.23
42388,2019,07,HARDWARE,LIGHTING,110,789.98,536.7309
42389,2019,07,HOUSEHOLD GOODS,KITCHEN UTENSILS,346,1811.64,1186.7844
42390,2019,07,HOUSEHOLD GOODS,BEVERAGE APPLIANCES,112,2321.21,1115.7699
42391,2019,07,TOYS AND HOBBIES,BOARD GAMES,140,2396.32,1357.8732
42392,2019,07,HOUSEHOLD,DOG TREATS,803,5353.68,2438.084
42393,2019,07,HOME ELECTRONICS,COMPUTERS,1,119.99,53.24
42394,2019,07,HOUSEHOLD GOODS,HEATING APPLIANCES,149,5403.49,2015.8148
42395,2019,07,WOMENS,BODY/ACTIVE WEAR,191,2670.34,1759.1378
42396,2019,07,MENSWEAR,CORE DENIM,216,3776.25,1963.9478
42397,2019,07,FOOD,CONDIMENTS,2165,9339.2,3629.0844
42398,2019,07,MENSWEAR,WRANGLER,58,1416.18,548.92
42399,2019,07,HOUSEHOLD,DISH CARE SUPPLIES,634,3050.12,1036.0048
42400,2019,07,HOUSEHOLD,HOUSEHOLD CHEMICALS,2278,10808.45,4295.1204
42401,2019,07,TOYS AND HOBBIES,LARGE DOLLS,95,1481.34,940.4873
42402,2019,07,OUTDOOR LIVING,RESIN FURNITURE,30,410.7,241.86
